id,count
0,97.0
1,246.51
2,106.12
4,33.69
5,139.85
10,124.1
11,246.94
12,367.57
15,46.61
17,193.57
18,291.42
23,240.66
25,140.0
26,44.65
31,182.65
39,124.76
40,29.84
41,213.64
42,399.2
43,142.89
51,176.61
52,100.33
54,17.11
60,127.28
61,152.99
62,101.2575
63,26.56
65,90.16
66,124.24
68,182.21
71,95.28
80,32.29
82,69.36
94,145.08
98,241.29
101,40.39
102,161.73
107,157.51
112,246.79
113,102.57
115,56.63
116,109.28
120,155.55
121,46.88
122,316.04
132,206.76
143,106.84
147,59.02
150,15.33
151,93.03
152,216.58
153,97.41
155,179.87
156,149.49
159,153.65
161,126.45
163,44.93
177,154.71
186,17.82
188,17.34
190,109.34
191,88.19
192,290.19
195,298.81
200,142.03
209,320.04
210,17.02
211,209.98
214,225.88
215,26.19
218,107.05
219,31.88
222,184.9
225,17.58
228,314.74
236,161.94
241,37.88
242,230.66
243,161.66
245,16.76
247,252.96
251,161.12
252,81.93
253,85.35
254,93.22
258,322.03
260,51.26
261,145.76
265,86.05
266,277.78
267,328.88
269,179.48
270,62.47
275,97.7
278,44.64
279,93.63
286,109.86
287,27.85
288,245.54
289,140.71
293,18.83
294,187.5
297,45.93
302,128.1
303,99.84
304,116.1
307,101.42
309,17.488
311,156.91
312,155.55
314,205.42
315,180.87
319,139.995
322,109.25
323,57.27
325,150.88
327,223.57
330,45.71
332,170.82
333,16.44
338,104.1
341,102.33
345,214.59
348,127.01
349,43.6
350,126.22
352,59.3
355,21.78
356,171.23
358,59.8
363,149.63
369,132.29
371,19.0
372,144.55
375,287.89
380,135.68
388,33.16
391,146.16
392,275.63
393,378.4
394,225.39
396,28.09
401,40.28
407,93.85
409,97.8
410,124.85
416,125.44
418,125.25
420,139.74
421,215.62
422,136.33
424,291.71
428,382.19
429,242.73
431,221.38
435,22.42
439,110.04
441,17.61
447,84.54
449,218.77
451,180.69
452,15.85
454,213.13
458,239.31
463,145.63
467,15.55
470,289.6
471,150.11
474,285.34
478,13.59
483,126.39
484,185.74
485,97.41
486,138.41
491,101.12
494,90.01
495,247.1
497,221.25
499,222.68
515,127.08
518,202.67
521,213.23
525,154.18
529,249.29
532,140.35
534,88.39
540,81.49
544,312.13
547,145.5
549,32.51
563,44.82
564,154.13
567,129.77
572,130.81
577,142.7
578,244.14
585,387.62
588,214.35
589,136.74
590,101.54
592,16.46
594,299.59
596,17.11
598,402.32
599,117.84
605,35.17
606,137.07
607,277.53
608,194.44
609,52.85
610,287.19
611,219.37
614,188.0
615,199.51
616,241.47
617,142.28
618,236.44
624,125.96
629,138.13
631,86.92
633,97.0
637,28.11
638,103.0
643,71.27
644,139.61
645,44.0
646,209.55
648,165.49
650,39.41
651,226.35
652,272.97
656,135.41
657,14.64
659,104.95
660,241.53
662,98.76
665,354.19
675,324.91
681,129.75
682,230.23
685,16.831666666666663
686,149.97
689,25.45
696,113.23
703,152.11
704,102.735
705,193.75
714,239.68
717,111.24
718,13.59
720,62.4
721,228.59
723,226.97
726,216.39
728,156.23
730,237.47
731,26.82
734,347.6
737,94.69
738,14.45
745,252.2
746,26.82
749,251.76
752,25.58
753,180.02
758,223.73
765,17.35
766,229.32
768,93.03
769,182.65
774,180.47
775,91.92
781,68.41
784,335.67
794,15.12
795,281.03
796,83.78
802,213.99
803,228.12
805,43.6
806,284.82
807,100.86
809,16.62
810,206.96
812,228.15
814,126.31
818,254.27
819,152.72
825,64.25
836,127.3
839,162.13
847,272.74
848,231.02
851,145.99
852,130.41
853,34.68
857,192.99
858,42.71
859,249.72
861,31.4
867,105.58
870,251.56
871,186.72
872,218.77
874,361.45
881,138.08
886,134.02
890,56.63
895,140.6
899,85.35
900,278.86
901,247.9
902,199.41
903,46.08
913,249.62
918,183.96
923,182.47016666666667
924,47.09
926,25.88
927,20.22
930,215.96
934,26.98
937,146.82
939,205.62
941,89.86
942,401.43
946,286.76
950,102.85
953,87.98
959,82.12
961,23.71
962,79.88
964,66.42
969,210.04
971,114.46
976,47.38
978,250.0
980,237.94
981,204.37
990,382.6
993,16.89
996,16.98
998,341.87
999,195.92
1006,103.8
1008,17.43
1013,25.4
1015,106.69
1016,135.74
1022,333.0
1026,212.05
1028,237.8
1031,94.96
1034,51.26
1037,187.6
1040,62.47
1042,17.39
1046,14.64
1048,109.165
1049,107.26
1050,62.61
1051,198.2
1052,228.74
1055,225.16
1060,132.43
1064,25.58
1066,82.79
1071,107.44
1073,15.18
1089,156.91
