id,count
0,83.94100610354694
1,243.92613178689768
2,88.44121535412052
4,22.377042432969162
5,58.62479511194157
10,120.39853892401732
11,156.19653138278784
12,289.9751206934897
15,22.377042432969162
17,112.51036341468566
18,296.4659579655803
23,249.37948487233953
25,122.08258781395425
26,35.339772642843315
31,258.11299504756613
39,149.94054549609154
40,19.9277712412693
41,229.86079791027342
42,293.64865689044217
43,160.59380168405485
51,216.1299159817325
52,73.57912872583267
54,19.865885093436933
60,131.80891900487666
61,141.18774226277975
62,109.40916303569857
63,19.641587609755884
65,113.45238867257024
66,111.57161375277578
68,154.36675666316168
71,73.753089913844
80,20.141180332178394
82,54.18862693394058
94,132.7818632142211
98,262.3695818620353
101,22.377042432969162
102,141.07796809140996
107,105.4177204886708
112,214.41136234383706
113,68.64325811565749
115,51.174988426584974
116,114.06705534393257
120,156.46304266191598
121,89.80529567642847
122,288.45228143780685
132,201.39190986424308
143,77.6700308904843
147,53.6489193316014
150,19.44169119240126
151,90.99105403301948
152,242.50067934275256
153,91.30885327544374
155,157.31609326146489
156,63.07890096572912
159,178.3968730407347
161,158.6202347049773
163,35.70577967519212
177,168.43461215343643
186,19.865885093436933
188,19.26948097717744
190,89.46472037815721
191,91.83735043118503
192,253.9044554171303
195,278.37019000182045
200,180.93621709391988
209,284.8302455517543
210,19.541126867020758
211,214.41136234383706
214,188.44730742466038
215,20.141180332178394
218,107.55889392213457
219,34.93309824581178
222,151.02657133330533
225,19.44169119240126
228,291.4135184355255
236,199.7278107713474
241,22.09899604350291
242,187.40696595777675
243,221.9505054442865
245,19.655100283310354
247,275.1605388998629
251,141.63131322530285
252,88.89338571943193
253,90.56494510160908
254,92.45612463816975
258,272.0464022034324
260,53.032097542279615
261,153.60437740751297
265,105.12776804723295
266,275.12314880893433
267,273.6464781807618
269,173.40072297649579
270,54.18862693394058
275,107.0590309838699
278,35.51152264284331
279,90.91487724446623
286,92.67566165536346
287,19.863133942712142
288,218.39068837647082
289,182.4731647825209
293,19.65247600252784
294,174.307949495157
297,41.68876445871627
302,110.30776668346302
303,53.27978079908895
304,57.862889429635885
307,105.9199193763167
309,19.655100283310354
311,165.5712692640435
312,148.6564921585363
314,199.9794552408058
315,223.0581308623467
319,197.3611990856183
322,110.26789223816435
323,54.18862693394058
325,125.39954502769044
327,272.3950180478524
330,35.55055745296989
332,193.84871315873923
333,19.65247600252784
338,106.82152269513935
341,104.48027693862508
345,231.84965126294753
348,135.43420891767707
349,35.70577967519212
350,115.38961547993642
352,53.032097542279615
355,17.912392561775608
356,186.7461362035988
358,51.46401553982262
363,125.32482108976761
369,153.20879137159673
371,19.44169119240126
372,142.30226388875622
375,282.32299389739984
380,126.47277402370706
388,35.49237058428302
391,145.81492560292492
392,272.75847695819306
393,284.930276875459
394,171.92400510046693
396,20.141180332178394
401,22.260444735897057
407,102.82633362022204
409,91.46442367751553
410,111.16533798916743
416,124.87980688058455
418,114.972319251375
420,152.93938159456758
421,188.6480608112746
422,127.81366094969057
424,288.7214342948045
428,274.4599770888586
429,237.93112685254758
431,188.2590098282985
435,19.5238260132688
439,114.64726762271957
441,19.541126867020758
447,97.1838551860923
449,145.98671459067336
451,142.86228217631069
452,19.655100283310354
454,199.51360361484225
458,239.68173603303617
463,138.2195854187992
467,19.655100283310354
470,246.078699405721
471,157.80124816946102
474,280.7452064424096
478,19.655100283310354
483,110.9667581955436
484,131.01652870100673
485,74.64752798016364
486,130.63003043021757
491,106.53094379543613
494,106.44243172209406
495,260.4468762941904
497,216.55481702771655
499,182.4346623421912
515,115.32854681861342
518,204.01838618383576
521,162.15150647043885
525,150.32213056066593
529,241.02270901754716
532,138.78311473057866
534,103.42971122060604
540,102.47087588203158
544,286.07083277041045
547,175.46728968659386
549,35.49237058428302
563,35.21379490039498
564,153.66539427355633
567,110.69214439292553
572,117.187855972324
577,136.44754623381036
578,248.01075642610357
585,277.94018668072533
588,140.93840723942193
589,122.23993632421012
590,107.65849703555764
592,19.655100283310354
594,240.63454594630326
596,19.655100283310354
598,277.29667871368764
599,132.51668818905748
605,22.587827243095745
606,122.39420525227594
607,267.1895338007114
608,219.47241780743371
609,54.18862693394058
610,280.9986903826216
611,166.19420717690377
614,141.40888534303605
615,206.917079154763
616,272.4121305714421
617,127.515737969972
618,247.65177069559766
624,108.84996461264701
629,141.52777269188636
631,91.00072682101582
633,78.77131330143995
637,20.141180332178394
638,107.1253941730367
643,55.09607667998132
644,177.71093388920457
645,35.51152264284331
646,202.0189680268886
648,204.23836536289986
650,22.374418152186653
651,169.2036025792723
652,275.616672351246
656,160.15557446822768
657,19.655100283310354
659,61.238649156609156
660,213.07196290465762
662,108.37672722737952
665,286.64608407504136
675,290.98094871253136
681,172.95476679916266
682,223.7150752279965
685,22.22465109367894
686,184.06877088252543
689,20.141180332178394
696,145.4981596815929
703,174.91701125306818
704,106.223837387628
705,180.83256416187842
714,219.19098501009609
717,85.39870448238179
718,19.655100283310354
720,88.26997140386246
721,244.12818730512737
723,219.002731087182
726,160.99908422791327
728,128.52191441986253
730,167.41699577690733
731,20.141180332178394
734,289.3017244851021
737,84.37717766605948
738,19.65247600252784
745,185.60689696454403
746,20.141180332178394
749,213.72816067531429
752,20.141180332178394
753,153.33704393188785
758,220.84678923940842
765,19.655100283310354
766,240.14618820564297
768,90.99105403301948
769,202.63359185638993
774,129.32412328444042
775,105.5660963684973
781,51.076789733371015
784,279.9354028249785
794,19.655100283310354
795,280.1993573316147
796,80.84937018786229
802,186.92574001098347
803,175.38589968160534
805,35.325320622641286
806,280.76814708920386
807,106.60918787568609
809,19.538502586238252
810,181.84574616886263
812,167.35351554731997
814,107.90625381870879
818,263.46636230185925
819,157.403564084486
825,67.35816010270773
836,112.29207202498542
839,124.58747555117688
847,279.6375376956573
848,155.21020674935696
851,126.77347549969998
852,137.71839306258389
853,22.263069016679566
857,160.85105725961398
858,35.339772642843315
859,249.89868930643817
861,30.925902458747423
867,109.43653968608032
870,254.9279059827733
871,249.13778293242146
872,190.6193369119978
874,288.21662464502043
881,194.96637792409948
886,136.31639840147014
890,53.032097542279615
895,153.0817454892599
899,91.70591329682071
900,279.7178732549369
901,262.61560037822926
902,220.1803605239329
903,22.377042432969162
913,268.4361843703768
918,208.23016735233085
923,188.74850822812937
924,35.51152264284331
926,19.9277712412693
927,19.377053893844103
930,247.9832925962358
934,35.32269634185878
937,167.08773641048995
939,145.51488379957095
941,89.27132133171239
942,285.49427687545904
946,269.917553377836
950,105.98728688907582
953,91.95274373552449
959,87.2588945591578
961,20.024582635106288
962,86.58710059676781
964,68.59198430757993
969,196.16540637196695
971,132.9466150965712
976,22.16363334206007
978,226.92444345113086
980,263.5513554617817
981,134.30614393592873
990,281.23096421409525
993,19.44169119240126
996,19.655100283310354
998,278.26634847220686
999,183.94730379211418
1006,111.57524887912689
1008,19.655100283310354
1013,22.09899604350291
1015,106.15719908335807
1016,121.7237909781515
1022,277.34108091261413
1026,254.32794336185566
1028,235.68153819352483
1031,50.360969606827396
1034,51.29175238192788
1037,196.0993660964039
1040,54.01636377604586
1042,19.65247600252784
1046,19.655100283310354
1048,106.29307736783424
1049,111.7154898414621
1050,54.01636377604586
1051,176.95453398435882
1052,273.243137120759
1055,162.38883253711856
1060,147.49348163106248
1064,20.141180332178394
1066,66.63934299220317
1071,107.30919652820212
1073,19.655100283310354
1089,172.64263530132834
1091,113.87351887971526
1092,80.71121856127472
1093,221.7495837683587
1096,276.02072933383346
1097,206.3184405390908
1098,19.377053893844103
1099,34.9839462609392
1102,174.54379217605657
1107,83.25489596419337
1109,22.587827243095745
1111,120.69066255837677
1112,112.15377587739026
1114,289.5819485255736
1116,277.2600494506241
1117,125.05800435562786
1118,60.65764404252576
1122,128.54020560243538
1124,166.02835472322633
1127,110.85455240359221
1133,237.78551399000034
1134,35.55055745296989
1135,190.17878869836807
1139,274.6283371551208
1143,53.20176420894629
1150,108.41030670388281
1151,111.5016159868224
1153,277.8436032696228
1155,20.141180332178394
1162,20.13855605139588
1163,204.28093544442893
1166,18.734684265102263
1171,90.56092020784392
1172,19.655100283310354
1173,267.71766239235484
1174,66.19437774858879
1177,113.03604584971812
1178,190.9561824247012
1184,156.65557334240822
1185,111.06641482268961
1186,109.12087867361022
1187,185.13912217167803
1188,280.9983137858742
1191,146.91233288867446
1207,122.70258257025705
1213,35.70577967519212
1215,132.98633124203207
1223,185.66067319939992
1227,112.63225072247369
1236,52.85983438438488
1237,51.29175238192788
1238,19.865885093436933
1241,20.027206915888797
1248,19.65247600252784
1250,22.16363334206007
1251,151.69920385284516
1253,109.02147247662393
1255,106.34923688907583
1257,194.02758364763105
1261,109.82149808967118
1262,286.37473046270105
1265,131.57146913685858
1273,200.5667224602645
1277,267.49794571843887
1278,116.85710682141475
1280,105.92130113858425
1284,255.55797565202565
1285,282.51831207997895
1288,22.377042432969162
1295,110.95392033464846
1297,286.4438978497677
1299,272.287726000153
1304,175.73492139148476
1308,35.51152264284331
1310,105.07970699006553
1311,116.27096572794034
1314,83.69620963814303
1315,107.79011852930516
1318,34.634694869947865
1320,283.7328361732807
1321,279.5124688475228
1322,241.01693063399387
1330,127.55254897260589
1333,191.21556785009227
1334,231.59538073700034
1341,141.41459333346103
1344,139.84705520341754
1351,238.34367839993763
1354,106.37404819211976
1356,52.85983438438488
1363,111.60608022521636
1365,243.40145667647306
1369,125.55637552342009
1373,109.37219402359919
1375,109.25696542724128
1377,91.99801481197223
1379,141.56287284586418
1380,270.00931622236584
1381,105.86050056646381
1384,200.30338162111315
1390,188.11546123674097
