id,count
0,15.0
1,113.0
2,113.0
4,15.0
5,113.0
10,113.0
11,113.0
12,113.0
15,15.0
17,113.0
18,113.0
23,113.0
25,113.0
26,24.0
31,113.0
39,113.0
40,15.0
41,113.0
42,113.0
43,113.0
51,113.0
52,15.0
54,15.0
60,113.0
61,113.0
62,113.0
63,15.0
65,113.0
66,113.0
68,113.0
71,24.0
80,15.0
82,24.0
94,113.0
98,113.0
101,15.0
102,113.0
107,113.0
112,113.0
113,15.0
115,24.0
116,113.0
120,113.0
121,113.0
122,113.0
132,113.0
143,15.0
147,24.0
150,15.0
151,24.0
152,113.0
153,24.0
155,113.0
156,113.0
159,113.0
161,113.0
163,24.0
177,113.0
186,15.0
188,15.0
190,15.0
191,113.0
192,113.0
195,113.0
200,113.0
209,113.0
210,15.0
211,113.0
214,113.0
215,15.0
218,113.0
219,24.0
222,113.0
225,15.0
228,113.0
236,113.0
241,15.0
242,113.0
243,113.0
245,15.0
247,113.0
251,113.0
252,15.0
253,24.0
254,113.0
258,113.0
260,24.0
261,113.0
265,24.0
266,113.0
267,113.0
269,113.0
270,24.0
275,113.0
278,24.0
279,24.0
286,15.0
287,15.0
288,113.0
289,113.0
293,15.0
294,113.0
297,24.0
302,113.0
303,15.0
304,113.0
307,113.0
309,15.0
311,113.0
312,113.0
314,113.0
315,113.0
319,113.0
322,113.0
323,24.0
325,113.0
327,113.0
330,24.0
332,113.0
333,15.0
338,113.0
341,113.0
345,113.0
348,113.0
349,24.0
350,113.0
352,24.0
355,15.0
356,113.0
358,24.0
363,113.0
369,113.0
371,15.0
372,113.0
375,113.0
380,113.0
388,24.0
391,113.0
392,113.0
393,113.0
394,113.0
396,15.0
401,15.0
407,24.0
409,24.0
410,113.0
416,113.0
418,113.0
420,113.0
421,113.0
422,113.0
424,113.0
428,113.0
429,113.0
431,113.0
435,15.0
439,113.0
441,15.0
447,24.0
449,113.0
451,113.0
452,15.0
454,113.0
458,113.0
463,113.0
467,15.0
470,113.0
471,113.0
474,113.0
478,15.0
483,113.0
484,113.0
485,24.0
486,113.0
491,113.0
494,113.0
495,113.0
497,113.0
499,113.0
515,113.0
518,113.0
521,113.0
525,113.0
529,113.0
532,113.0
534,24.0
540,24.0
544,113.0
547,113.0
549,24.0
563,24.0
564,113.0
567,113.0
572,113.0
577,113.0
578,113.0
585,113.0
588,113.0
589,113.0
590,113.0
592,15.0
594,113.0
596,15.0
598,113.0
599,113.0
605,15.0
606,113.0
607,113.0
608,113.0
609,24.0
610,113.0
611,113.0
614,113.0
615,113.0
616,113.0
617,113.0
618,113.0
624,113.0
629,113.0
631,24.0
633,15.0
637,15.0
638,113.0
643,24.0
644,113.0
645,24.0
646,113.0
648,113.0
650,15.0
651,113.0
652,113.0
656,113.0
657,15.0
659,15.0
660,113.0
662,113.0
665,113.0
675,113.0
681,113.0
682,113.0
685,15.0
686,113.0
689,15.0
696,113.0
703,113.0
704,113.0
705,113.0
714,113.0
717,15.0
718,15.0
720,15.0
721,113.0
