id,count
0,92.96
1,231.44
2,90.9
4,28.695
5,67.95
10,125.47
11,180.185
12,323.085
15,29.93
17,132.935
18,299.835
23,258.345
25,107.375
26,35.26
31,210.78
39,155.785
40,25.565
41,175.67
42,371.87
43,166.14
51,233.67
52,84.78
54,16.35
60,148.575
61,149.33
62,113.715
63,28.17
65,119.865
66,112.415
68,149.565
71,64.26
80,29.55
82,69.045
94,134.7
98,277.495
101,29.29
102,140.04
107,101.03
112,210.87
113,78.73
115,51.625
116,126.18
120,162.955
121,83.445
122,327.32
132,194.25
143,91.6
147,63.985
150,17.635
151,89.625
152,241.21
153,92.07
155,173.115
156,83.295
159,205.925
161,142.66
163,41.695
177,176.475
186,14.9
188,17.765
190,96.975
191,85.84
192,272.65
195,302.755
200,142.165
209,312.245
210,13.895
211,220.82
214,107.925
215,26.37
218,99.015
219,32.18
222,152.035
225,13.375
228,315.445
236,239.67
241,36.02
242,187.695
243,242.055
245,16.745
247,249.265
251,137.655
252,96.185
253,87.37
254,94.77
258,315.29
260,48.615
261,160.8
265,112.72
266,275.085
267,302.41
269,164.955
270,66.465
275,101.085
278,39.49
279,87.645
286,105.665
287,29.77
288,215.91
289,145.68
293,19.105
294,159.56
297,37.125
302,122.895
303,62.16
304,64.21
307,102.63
309,17.43
311,167.2
312,126.345
314,187.6
315,245.385
319,165.9
322,114.735
323,67.75
325,133.9
327,241.315
330,35.535
332,226.24
333,18.745
338,103.745
341,113.74
345,192.92
348,120.035
349,44.99
350,123.71
352,49.775
355,16.93
356,222.15
358,54.68
363,133.035
369,155.755
371,20.08
372,140.37
375,299.655
380,130.87
388,43.145
391,159.97
392,263.805
393,366.34
394,201.99
396,28.215
401,37.45
407,106.09
409,90.36
410,116.25
416,112.51
418,125.175
420,152.945
421,200.195
422,135.3
424,295.425
428,339.855
429,213.69
431,150.805
435,16.01
439,120.34
441,14.755
447,96.925
449,144.505
451,136.885
452,16.855
454,209.125
458,208.53
463,128.415
467,15.31
470,245.41
471,156.86
474,290.435
478,16.49
483,123.64
484,131.435
485,83.995
486,129.005
491,101.4
494,107.28
495,243.015
497,210.425
499,171.98
515,113.925
518,208.175
521,187.675
525,168.845
529,253.46
532,148.62
534,107.11
540,112.48
544,303.19
547,167.68
549,43.265
563,33.755
564,143.86
567,123.725
572,118.17
577,133.365
578,262.29
585,346.04
588,145.835
589,127.85
590,103.945
592,16.885
594,236.07
596,14.995
598,347.385
599,144.845
605,34.26
606,131.025
607,252.92
608,222.98
609,63.835
610,285.605
611,189.765
614,132.045
615,204.665
616,253.385
617,124.815
618,246.37
624,117.6
629,140.315
631,94.295
633,94.09
637,25.72
638,102.51
643,65.845
644,138.16
645,37.005
646,205.805
648,193.24
650,38.685
651,207.665
652,269.74
656,114.235
657,18.01
659,76.14
660,214.19
662,100.455
665,373.045
675,328.27
681,156.485
682,215.385
685,23.045
686,225.51
689,27.27
696,137.15
703,146.295
704,97.09
705,108.81
714,230.15
717,102.91
718,15.51
720,91.665
721,260.425
723,225.975
726,196.185
728,143.855
730,204.475
731,28.18
734,340.345
737,84.83
738,19.86
745,179.635
746,28.325
749,224.61
752,27.95
753,170.81
758,236.775
765,16.855
766,223.08
768,89.12
769,202.35
774,134.34
775,105.295
781,52.39
784,326.15
794,17.9
795,275.47
796,74.84
802,154.64
803,222.0
805,33.425
806,286.055
807,100.58
809,17.02
810,179.045
812,200.615
814,113.46
818,247.275
819,138.58
825,67.85
836,108.765
839,122.67
847,261.665
848,182.38
851,120.46
852,135.675
853,31.505
857,147.615
858,39.36
859,230.96
861,24.215
867,99.64
870,216.795
871,213.18
872,219.435
874,349.895
881,226.92
886,131.855
890,51.695
895,164.93
899,90.625
900,269.11
901,252.765
902,249.805
903,35.765
913,264.32
918,198.335
923,108.14
924,39.795
926,28.865
927,20.215
930,220.95
934,33.595
937,122.625
939,142.275
941,94.47
942,370.9
946,272.015
950,96.185
953,93.095
959,99.16
961,29.475
962,102.545
964,83.9
969,185.995
971,144.155
976,35.895
978,248.51
